Test,State Name,Region Name,System Name,System Code,District Name,District Code,Building Name,Class Name,Class Grade,Date Tested,GUID,Submission ID,Gender,Date of Birth,Age in Months,Age in Years/Months,Ethnicity String ,Battery,Level,Form,Norm Year,Quartermonth,Semester,Programs String,Office Use Subtest Exclusion V,Office Use Subtest Exclusion Q,Office Use Subtest Exclusion N,Office Use Subtest Exclusion VQ,Office Use Subtest Exclusion VN,Office Use Subtest Exclusion QN,Office Use Subtest Exclusion VQN,Code Character String (A-T),Number Attempted (NA) V,Number Attempted (NA) Q,Number Attempted (NA) N,Completion Criteria (CC) V,Completion Criteria (CC) Q,Completion Criteria (CC) N,Completion Criteria (CC) VQ,Completion Criteria (CC) VN,Completion Criteria (CC) QN,Completion Criteria (CC) VQN,Raw Score (RS) V,Raw Score (RS) Q,Raw Score (RS) N,Universal Scale Score (USS) V,Universal Scale Score (USS) Q,Universal Scale Score (USS) N,Universal Scale Score (USS) VQ,Universal Scale Score (USS) VN,Universal Scale Score (USS) QN,Universal Scale Score (USS) VQN,Standard Age Score (SAS) V,Standard Age Score (SAS) Q,Standard Age Score (SAS) N,Standard Age Score (SAS) VQ,Standard Age Score (SAS) VN,Standard Age Score (SAS) QN,Standard Age Score (SAS) VQN,Grade Percentile Rank (GPR) V,Grade Percentile Rank (GPR) Q,Grade Percentile Rank (GPR) N,Grade Percentile Rank (GPR) VQ,Grade Percentile Rank (GPR) VN,Grade Percentile Rank (GPR) QN,Grade Percentile Rank (GPR) VQN,Age Percentile Rank (APR) V,Age Percentile Rank (APR) Q,Age Percentile Rank (APR) N,Age Percentile Rank (APR) VQ,Age Percentile Rank (APR) VN,Age Percentile Rank (APR) QN,Age Percentile Rank (APR) VQN,Grade Stanine (GS) V,Grade Stanine (GS) Q,Grade Stanine (GS) N,Grade Stanine (GS) VQ,Grade Stanine (GS) VN,Grade Stanine (GS) QN,Grade Stanine (GS) VQN,Age Stanine (AS) V,Age Stanine (AS) Q,Age Stanine (AS) N,Age Stanine (AS) VQ,Age Stanine (AS) VN,Age Stanine (AS) QN,Age Stanine (AS) VQN,SAS Valid Flags V,SAS Valid Flags Q,SAS Valid Flags N,SAS Valid Flags VQ,SAS Valid Flags VN,SAS Valid Flags QN,SAS Valid Flags VQN,TMO Flags V,TMO Flags Q,TMO Flags N,TMO Flags VQ,TMO Flags VN,TMO Flags QN,TMO Flags VQN,Extremely Variable Flags V,Extremely Variable Flags Q,Extremely Variable Flags N,Extremely Variable Flags VQ,Extremely Variable Flags VN,Extremely Variable Flags QN,Extremely Variable Flags VQN,Chance Flags  V,Chance Flags  Q,Chance Flags  N,Chance Flags  VQ,Chance Flags  VN,Chance Flags  QN,Chance Flags  VQN,Ability Profile ,Raw Score Personal Standard Error V,Raw Score Personal Standard Error Q,Raw Score Personal Standard Error N,Raw Score Upper Bound V,Raw Score Upper Bound Q,Raw Score Upper Bound N,Raw Score Lower Bound V,Raw Score Lower Bound Q,Raw Score Lower Bound N,SAS Upper Bound V,SAS Upper Bound Q,SAS Upper Bound N,SAS Upper Bound VQ,SAS Upper Bound VN,SAS Upper Bound QN,SAS Upper Bound VQN,SAS Lower Bound  V,SAS Lower Bound  Q,SAS Lower Bound  N,SAS Lower Bound  VQ,SAS Lower Bound  VN,SAS Lower Bound  QN,SAS Lower Bound  VQN,Item Responses,Mode of Administration,TestInstance GUID,Administration Language,Grade_Entering,top-choice school,second-choice school,third-choice school
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,5A53C15624BF4864B2C6FFA531354B2D        ,19459891,F,8202016,,407,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,41,38,0,1,1,0,1,0,0,0,21,10,,135,137,,136,,,,,,,,,,,8,8,,5,,,,,,,,,,,2,2,,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.1633,2.5936,,24.1633,12.5936,,17.8367,7.4064,,,,,,,,,,,,,,,,BACA1B1AA1201ABAC11C1C32CA13AA3121C1B23A1CB1A1132113A3A1A3223331113BC3C333C3C23300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,04AF6B002193481E87D99CB90A7B32CB        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Chrysler Elementary,Paul Robeson/Malcolm X Academy
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,8B10DE658D734F8C88DED7DCCE522474        ,19437619,F,8082016,,407,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,41,38,0,1,1,0,1,0,0,0,23,21,,137,149,,143,,,,,,,,,,,11,50,,23,,,,,,,,,,,2,5,,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.1277,3.0794,,26.1277,24.0794,,19.8723,17.9206,,,,,,,,,,,,,,,,BAC2BB1AA1C023BAC1B1BC2A22BA2ABC2313B213CCBB32CBA2C2A1A13ACCA331C2ABC3C133C3CCB300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,92CEA01291FA46479828F2BDA2C18079        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,Charles Wright Academy of Arts and Science
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,C410F2132027412E9DAEC8DC2DA5495D        ,19437582,M,3232016,60,500,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,18,19,,131,147,,139,,,,88,113,,100,,,,4,42,,11,,,,23,79,,50,,,,1,5,,2,,,,3,7,,5,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,4.8902,2.7909,,22.8902,21.7909,,13.1098,16.2091,,97.78,118.16,,113,,,,77.22,109.42,,78,,,,BACABBCAA11B23B22B1111AA2A122AB131213A1312BBAC2BACC23333AAC23B2BC22B13CBB31212B300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,B3600A0F353949268303687FA2E609FF        ,ENU,Kindergarten,Chrysler Elementary (Grades K-5),Bates Academy,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,E899C01BC15047C7A4A84D4C6EC39B33        ,19376101,M,4162016,59,411,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,37,0,1,1,0,1,0,0,0,16,11,,129,138,,134,,,,85,97,,88,,,,2,10,,3,,,,17,43,,23,,,,1,2,,1,,,,3,5,,3,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.1352,4.7193,,19.1352,15.7193,,12.8648,6.2807,,90.28,109.44,,99,,,,77.72,75.68,,73.5,,,,1A13131A3123C2B2C31CB23ACA1AAA3223C1BA33121BACC32CC33B2132C1313321330AC333C3113300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,AE9CDC3C86D24F8E8FF55BE5E31975A3        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Bates Academy,Charles Wright Academy of Arts and Science
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,7DA89ECE385C4D558B0488E942CBA340        ,19333988,F,12082015,63,503,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,20,12,,133,140,,136,,,,89,98,,90,,,,5,15,,5,,,,25,45,,27,,,,2,3,,2,,,,4,5,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.0914,2.6407,,23.0914,14.6407,,16.9086,9.3593,,95.36,103.92,,99,,,,82.82,88.08,,81.5,,,,BA231B1A2B131AB2CBBC11322A12AABCA12BB2B2121B31C32C132333A3C13BA1C133CAC333C3113300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,2E0AC8CB46504070A7C9DD589D892599        ,ENU,Kindergarten,Chrysler Elementary (Grades K-5),Bates Academy,Chrysler Elementary
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,DF2081F65FEB43AB817A117BD7A0B5D9        ,19173602,M,2152016,61,501,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,18,13,,131,141,,136,,,,87,102,,92,,,,4,19,,5,,,,21,55,,31,,,,1,3,,2,,,,3,5,,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.0115,2.9127,,21.0115,15.9127,,14.9885,10.0873,,93.02,107.82,,102,,,,80.98,92.18,,77,,,,BA23B31AA1231A3A11BCB1A223322ABCA3131AB2C2B1AC213212312B3A1123A32C3BCA1BB3C3113300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,AAD8A43BBB914C80BDBFB1F9139E6612        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,52640F91A15F437AA0F861CC31D6F01A        ,19256260,F,8012016,,407,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,20,13,,133,141,,137,,,,,,,,,,,5,19,,7,,,,,,,,,,,2,3,,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.0787,3.2493,,23.0787,16.2493,,16.9213,9.7507,,,,,,,,,,,,,,,,BAC2131AA111C3BAC3BCBC3A1A132A122B23B333CC33212BAC13332133C221AB1CA1122B1B12CCB300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,DD38FB430B6E4CC2B51D534DDC60821D        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,30E251AC1CF14C5B95ADD4420655FDF2        ,19453490,F,3202016,60,500,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,20,9,,133,136,,134,,,,91,90,,87,,,,5,6,,3,,,,29,27,,21,,,,2,2,,1,,,,4,4,,3,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.4712,2.7837,,23.4712,11.7837,,16.5288,6.2163,,99.88,99.14,,95.18,,,,85.06,74.65,,77.76,,,,BACABB2A2BC322BAC3111C322A332AB23B2BB2B2221121CB3C23332B22C13B2B222B222B1122221300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,01CEE1C7D5C641F0A3A18B9D5F4F400A        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,Paul Robeson/Malcolm X Academy
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,ABF9A0CEAD5E49F89D7EC7BAA13DB40F        ,19384229,F,9272016,,406,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,37,0,1,1,0,1,0,0,0,19,8,,132,135,,134,,,,,,,,,,,4,4,,3,,,,,,,,,,,1,1,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.2956,2.4881,,22.2956,10.4881,,15.7044,5.5119,,,,,,,,,,,,,,,,B222BBC223CB22BA2BBC1C22CA3A2A3231CBB2321210A11132232323221CABA1223323C333C3C23300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,AD1ACB10458942FF81AD4D138EFD00C4        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,F3D6D68A021F4614B978580F624A887E        ,19173224,M,2082016,61,501,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,16,9,,129,136,,132,,,,83,89,,81,,,,2,6,,1,,,,14,25,,12,,,,1,2,,1,,,,3,4,,3,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.2258,2.8002,,19.2258,11.8002,,12.7742,6.1998,,89.46,98.8,,90.5,,,,76.54,74.2,,69.5,,,,3222BB222B2B22BAC111B1AA2A1323B22B2BB2B222B3311B2223232B22222B231221C22BBB2222B300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,64676B5371D54BC88DB17B2F73F046B1        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,2A8E50251E91488B9D9EB1707E6B46D1        ,19303837,F,9222016,,406,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,23,11,,137,138,,138,,,,,,,,,,,11,10,,9,,,,,,,,,,,2,2,,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.9126,2.8684,,25.9126,13.8684,,20.0874,8.1316,,,,,,,,,,,,,,,,BAC3BBCA21C31ABAC1BC1CA2233A2ABC2B13B21A11BB2C21211AA32123C13B3B2123C3C331C2113300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,CDED317F3B5C43CC8BE9AB5BC3295085        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,0337C20E222A4841B1AC2B4B716011D5        ,19410886,F,10102016,,405,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,41,38,0,1,1,0,1,0,0,0,18,9,,131,136,,134,,,,,,,,,,,4,6,,3,,,,,,,,,,,1,2,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.9347,2.4647,,20.9347,11.4647,,15.0653,6.5353,,,,,,,,,,,,,,,,BA12BBC23B2022BAC3B1B1A2C3332ABC33231AB3121BA1C32C132321A3C133232133C3C333C3113300000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,446BE06788FA4A75B7DB1240EC58237C        ,ENU,Kindergarten,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Kindergarten                  ,0,3172021,AB8F8ED626724203916B092EAAA421D5        ,19438108,F,8092016,,407,0000000      1,C,5,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,42,38,0,1,1,0,1,0,0,0,18,10,,131,137,,134,,,,,,,,,,,4,8,,3,,,,,,,,,,,1,2,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.793,2.7277,,21.793000000000003,12.7277,,14.207,7.2723,,,,,,,,,,,,,,,,BACAB3C3232BC3BAC3BCBC33133A3A1231211A1312312C11AC133331A311A1A111331AC333C3113A00000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,100000000000.0,256FF1CBEA56483EBAE30ABFB9D89335        ,ENU,Kindergarten,Foreign Language Immersion and Cultural Studies School,Charles Wright Academy of Arts and Science,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,6B6CCEBF1A1D41109A29EFA6BF6460D7        ,19204758,F,5152015,70,510,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,44,0,1,1,0,1,0,0,0,27,23,,151,158,,154,,,,106,117,,112,,,,13,34,,18,,,,65,86,,77,,,,3,4,,3,,,,6,7,,7,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.1502,2.7579,,30.1502,25.7579,,23.8498,20.2421,,111.3,123.52,,116.5,,,,99.7,112.48,,108,,,,AACBCC3B3BAB3122AABACBCB2AC3B332AB21BA312132B22BBBCCBA31A1AC21C3AACCAB33C333BC331CB32111B13B00000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,D34FE097E4B44F22B57A9F932AD184EA        ,ENU,1,Chrysler Elementary (Grades K-5),Marcus Garvey Academy,Foreign Language Immersion and Cultural Studies School
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,7A66AE94C29D4497A57E5D62E4AC08D6        ,19196839,M,9132015,66,506,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,47,43,0,1,1,0,1,0,0,0,35,22,,167,157,,162,,,,127,122,,125,,,,50,30,,40,,,,95,92,,94,,,,5,4,,4,,,,8,8,,8,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2.6242,2.6542,,37.6242,24.6542,,32.3758,19.3458,,131.87,126.31,,130,,,,120.75,115.7,,120,,,,AACBCCABABA3BCA1AABACBCBCAC31312ABCBB0BC2CA211C3BBCCBABC232123230ACC3B31C333BCA3BCBA2B11113B00000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,840FDA8AB89140E385BA7717D95F5A20        ,ENU,1,Foreign Language Immersion and Cultural Studies School,Bates Academy,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,2CA371D69FD74B9B83DC1E0321E58481        ,19450201,M,2122015,73,601,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,44,0,1,1,0,1,0,0,0,22,9,,142,138,,140,,,,91,81,,86,,,,4,1,,1,,,,29,12,,19,,,,1,1,,1,,,,4,3,,3,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.9755,2.4674,,24.9755,11.4674,,19.0245,6.5326,,98.9,89.94,,92.36,,,,83.05,71.2,,78.64,,,,A2CBC1AB2B231222AA1A1BCB12C312B2A1CBBAB22133B2233B221331313121C22AC1A33121221CA21C3A1312112300000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,54B0801F4A5E4A0F901E6610C7037FF9        ,ENU,1,Bates Academy,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,95F9A6D3C1164850BE020525F961AB0D        ,19262431,M,12042014,75,603,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,42,0,1,1,0,1,0,0,0,32,22,,159,157,,158,,,,107,109,,110,,,,31,30,,28,,,,67,71,,73,,,,4,4,,4,,,,6,6,,6,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2.7313,2.6542,,34.7313,24.6542,,29.2687,19.3458,,114.19,113.31,,113.88,,,,101.54,103.35,,104.24,,,,AACBCCABA1A3B232AABA2BCBC2C33A1CABCBBAB1A12A1C23BBCCBAB2AB31A322AAC2ABA1C333B20AB0B22B11113100000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,880BEF6150B74E479C656E27F31FB031        ,ENU,1,Bates Academy,Bates Academy,Bates Academy
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,C438852298D14DACB97A88C15971B9BC        ,19428795,M,2152015,73,601,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,44,0,1,1,0,1,0,0,0,28,14,,152,145,,148,,,,103,95,,100,,,,15,4,,7,,,,57,38,,50,,,,3,1,,2,,,,5,4,,5,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.7917,4.7973,,30.7917,18.7973,,25.2083,9.2027,,107.58,105.6,,104.92,,,,99.42,81.82,,93.16,,,,3ACBCCABAB2B11A2AA3A2BC3CAC33311ABCBBA1CA12A1123B12CBABCA1AC3322A2C143312123BC33B2121311132100000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,C22F35172BC740E398AC8BEBFDCF8874        ,ENU,1,Foreign Language Immersion and Cultural Studies School,Bates Academy,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,7BA6E087769B4CE69E343BB27B68049C        ,19161008,F,9172015,66,506,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,44,0,1,1,0,1,0,0,0,28,19,,152,152,,152,,,,113,115,,115,,,,15,16,,13,,,,79,83,,83,,,,3,3,,3,,,,7,7,,7,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.2031,2.774,,31.2031,21.774,,24.7969,16.226,,118.41,121.1,,118.22,,,,107.59,111.23,,110.78,,,,AACBCCABABA11132A21A2BC1CA13BA313B1BBABC2C3211CBB3C1BA12A1222B12AACCAB331233BC32B1B3CBC1133300000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,8DBC210FBEF8403DA8BCAA27441380C4        ,ENU,1,Foreign Language Immersion and Cultural Studies School,Bates Academy,Charles Wright Academy of Arts and Science
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,915368C1446E4C04AEA13BC598ED4F83        ,19169916,M,5172015,70,510,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,44,0,1,1,0,1,0,0,0,28,19,,152,152,,152,,,,107,111,,110,,,,15,16,,13,,,,67,75,,73,,,,3,3,,3,,,,6,6,,6,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,3.1062,2.7332,,31.1062,21.7332,,24.8938,16.2668,,113.21,115.47,,114.12,,,,102.58,105.27,,105.76,,,,A2CB1CA321A3BC322ABA2BCB2AC3B312ABCBBABC21AA11C3BBCCBA12A1222323AACCA131C231BC33BC332B111B3100000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,267774B2660445FC9BF3870B69E16008        ,ENU,1,Bates Academy,None,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,6ECD9EE0432A4E6A8FC2883586DED5D0        ,19461783,F,9242015,66,506,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,45,32,0,1,0,0,0,0,0,0,24,,,146,,,,,,,106,,,,,,,7,,,,,,,65,,,,,,,2,,,,,,,6,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3.0669,,,27.0669,,,20.9331,,,112.07,,,,,,,96.93,,,,,,,AA0B11ABA1A31122A2BACBC3CA231A12A0C3BA023CAA122B1111333C2B2121220000000000003C2AB233C3111B2B00000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,4D65DE39F6C345F8ABE79A98E9A555C1        ,ENU,1,Bates Academy,Foreign Language Immersion and Cultural Studies School,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,C721A0F0931B4DD3BE8BADBC28D67AD4        ,19461875,M,10252014,77,605,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,48,44,0,1,1,0,1,0,0,0,32,22,,159,157,,158,,,,104,105,,106,,,,31,30,,28,,,,60,62,,65,,,,4,4,,4,,,,6,6,,6,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,4.0562,2.6542,,36.0562,24.6542,,27.9438,19.3458,,113.17,110.31,,111.86,,,,96.94,99.35,,100.14,,,,AACBCCABABABBC22AABACBC32AC3B312ABCBB2BC3C321123BB2CBA1C3B313323A2CCABAB2333BCAAB2B3C31C333300000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,E81D3FCC0033428A9F60461EE7123B68        ,ENU,1,Chrysler Elementary (Grades K-5),Bates Academy,None
COGAT   ,MI                            ,REGION-1                      ,DPSCD                         ,82015,DPSCD                         ,82015,2021-22 App School Testing    ,Grade 1                       ,1,3172021,61969825EC534491AD51BD719158A316        ,19205420,F,9102015,66,506,0000000      1,C,7,7,17,Spring ,3,0,0,0,0,0,0,0,0,0,43,43,0,1,1,0,1,0,0,0,22,10,,142,140,,141,,,,100,95,,98,,,,4,1,,1,,,,50,38,,45,,,,1,1,,1,,,,5,4,,5,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2.9755,2.5565,,24.9755,12.5565,,19.0245,7.4435,,107.95,103.12,,103.96,,,,93.05,81.78,,91.04,,,,AACBC2ABA1A1112202B3CBCB2AC313B2A3CB3A0020A01123BBC13A12A122211303C2333121311C33BC33211C332300000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,100000000000.0,BE389B8DF1374FF2A10C89E82D51D92A        ,ENU,1,Foreign Language Immersion and Cultural Studies School,Bates Academy,None
